,Song Title,Streams,Daily,Streams Vortag,Diff. Streams,Daily Vortag,Diff. Daily
1,This Town,1.175.069.186,292.296,,,,
2,Slow Hands,1.061.044.986,111.905,,,,
3,* What A Time,873.499.480,14.138,,,,
4,Too Much To Ask,529.179.877,43.129,,,,
5,Nice To Meet Ya,369.599.361,32.192,,,,
6,* Moral of the Story (feat. Niall Horan) (Bonus Track),345.713.498,41.873,,,,
7,Put A Little Love On Me,320.643.926,48.717,,,,
8,Heaven,306.343.141,74.773,,,,
9,Black And White,295.811.583,27.178,,,,
10,* Our Song,272.687.687,39.581,,,,
11,No Judgement,206.490.460,13.341,,,,
12,Seeing Blind,177.731.556,16.261,,,,
13,Flicker,159.391.526,22.223,,,,
14,On The Loose,116.546.838,15.791,,,,
15,Meltdown,91.588.062,14.938,,,,
16,Still,86.269.912,20.921,,,,
17,Heartbreak Weather,80.573.130,16.756,,,,
18,Slow Hands - Acoustic,76.561.322,7.036,,,,
19,Fool's Gold - Recorded At RAK Studios London,67.324.693,5.918,,,,
20,Paper Houses,62.988.982,6.793,,,,
21,Small Talk,62.327.997,14.268,,,,
22,Mirrors,54.872.253,7.308,,,,
23,Everywhere,52.540.144,9.140,,,,
24,The Show,48.097.590,16.324,,,,
25,Too Much To Ask - Acoustic,43.034.355,3.380,,,,
26,"Finally Free - From ""Smallfoot""",42.087.352,4.606,,,,
27,Dear Patience,41.866.055,6.372,,,,
28,Since We're Alone,41.859.123,6.411,,,,
29,Fire Away,38.590.347,4.768,,,,
30,Cross Your Mind,38.203.848,8.195,,,,
31,Everywhere (BBC Children In Need),37.447.349,5.275,,,,
32,On My Own,36.919.064,4.187,,,,
33,Arms Of A Stranger,34.515.945,5.338,,,,
34,You And Me,34.419.659,4.003,,,,
35,Must Be Love,33.000.769,15.759,,,,
36,San Francisco,31.527.645,5.144,,,,
37,The Tide,31.514.898,3.407,,,,
38,Bend The Rules,31.404.318,4.383,,,,
39,New Angel,29.285.872,5.423,,,,
40,You Could Start A Cult (with Lizzy McAlpine),25.180.617,15.246,,,,
41,If You Leave Me,24.770.962,6.845,,,,
42,Science,23.036.438,7.831,,,,
43,Lover - Recorded at Air Studios London,22.710.554,2.780,,,,
44,This Town - Tiёsto Remix,21.923.547,670,,,,
45,You Could Start A Cult,21.617.922,6.108,,,,
46,Never Grow Up,21.542.795,6.181,,,,
47,Save My Life,20.318.083,6.370,,,,
48,On A Night Like Tonight,19.899.981,4.950,,,,
49,Nice To Meet Ya - Diplo Remix,17.179.597,1.032,,,,
50,So Long feat. The RTÉ Concert Orchestra - Live,14.468.783,2.180,,,,
51,So Long - Live,14.466.603,2.535,,,,
52,Slow Hands - Basic Tape Remix,14.308.509,841,,,,
53,Black And White - Stripped,13.686.550,2.183,,,,
54,Heaven - Acoustic,10.599.087,2.001,,,,
55,On The Loose - Alternate Version,10.344.497,705,,,,
56,Something In The Orange - Live From Spotify Studios,10.124.500,5.929,,,,
57,This Town - Live 1 Mic 1 Take,9.881.647,755,,,,
58,Flicker feat. The RTÉ Concert Orchestra - Live,8.096.655,1.053,,,,
59,Flicker - Live,8.095.602,1.376,,,,
60,This Town feat. The RTÉ Concert Orchestra - Live,7.941.540,822,,,,
61,This Town - Live,7.940.718,1.024,,,,
62,* Our Song - Acoustic,7.416.579,3.228,,,,
63,Too Much To Ask - Recorded At RAK Studios London,6.761.606,328,,,,
64,Paper Houses feat. The RTÉ Concert Orchestra - Live,6.715.825,517,,,,
65,Paper Houses - Live,6.715.308,625,,,,
66,On The Loose - Basic Tape Remix,6.695.683,232,,,,
67,The Tide feat. The RTÉ Concert Orchestra - Live,5.962.375,387,,,,
68,The Tide - Live,5.961.988,685,,,,
69,The Show (with John Legend),5.693.648,1.587,,,,
70,You And Me feat. The RTÉ Concert Orchestra - Live,5.369.594,363,,,,
71,You And Me - Live,5.369.231,461,,,,
72,On The Loose - Acoustic,5.339.445,546,,,,
73,No Judgement - Acoustic,4.995.476,706,,,,
74,Too Much To Ask - Cedric Gervais Remix,4.904.884,154,,,,
75,* Old Tricks,4.444.907,21.808,,,,
76,If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic,4.366.454,1.751,,,,
77,* Our Song - Luca Schreiner Remix,3.750.498,231,,,,
78,Nice To Meet Ya - Stripped,3.617.165,611,,,,
79,Meltdown - Acoustic,3.243.741,811,,,,
80,Dress,3.128.623,3.363,,,,
81,Nothing,2.834.695,3.917,,,,
82,You Could Start A Cult - Live from Spotify Studios,2.764.070,1.394,,,,
83,Too Much To Ask feat. The RTÉ Concert Orchestra - Live,2.737.061,378,,,,
84,Fire Away feat. The RTÉ Concert Orchestra - Live,2.706.596,405,,,,
85,No Judgement - Steve Void Remix,2.420.245,68,,,,
86,Slow Hands - Jay Pryor Remix,2.382.332,116,,,,
87,Seeing Blind feat. The RTÉ Concert Orchestra - Live,2.339.472,312,,,,
88,This Town - Cheat Codes Remix,2.178.712,72,,,,
89,No Judgement - Recorded Live at Air Studios London,1.910.280,464,,,,
90,Small Talk - Live From Madison Square Garden,1.865.667,1.101,,,,
91,Black And White - Oliver Nelson Remix,1.811.161,66,,,,
92,On The Loose - slenderbodies Remix,1.751.281,78,,,,
93,This Town - GOLDHOUSE Remix,1.515.601,35,,,,
94,Science - Live From Spotify Studios,1.511.608,642,,,,
95,Heaven - Live From Madison Square Garden,1.409.595,684,,,,
96,Too Much To Ask - TRU Concept Remix,1.265.846,242,,,,
97,This Town - Live From Madison Square Garden,1.105.489,725,,,,
98,This Town - Live from Spotify Studios,1.091.179,331,,,,
99,Meltdown - Stripped,1.038.864,425,,,,
100,This Town - Nikö Blank Remix,983.878,57,,,,
101,Still - Live From Madison Square Garden,970.366,624,,,,
102,* Our Song - Just Kiddin Remix,896.906,88,,,,
103,This Town - Cabo San Remix,896.715,36,,,,
104,Heaven - Live from Spotify Studios,826.663,296,,,,
105,Slow Hands - Live From Madison Square Garden,826.345,489,,,,
106,Black And White - Live From Madison Square Garden,792.051,494,,,,
107,Heaven - Live From Electric Picnic,790.506,283,,,,
108,On A Night Like Tonight - Live From Madison Square Garden,782.509,464,,,,
109,Small Talk - Live at the Royal Albert Hall,757.457,1.059,,,,
110,Science - Live From Madison Square Garden,7.493,474,,,,
111,If You Leave Me - Live From Madison Square Garden,733.972,414,,,,
112,The Show - Live from Spotify Studios,724.539,225,,,,
113,* Our Song - Moka Nola Remix,723.655,41,,,,
114,San Francisco - Live From Madison Square Garden,719.223,448,,,,
115,Save My Life - Live from Electric Picnic,704.416,265,,,,
116,On A Night Like Tonight - Live,684.949,270,,,,
117,Slow Hands - Live from Spotify Studios,632.133,201,,,,
118,Black And White - Live from Spotify Studios,628.053,259,,,,
119,Nice To Meet Ya - Live From Łódź,616.004,314,,,,
120,Flicker - Live from Spotify Studios,60.251,236,,,,
121,On A Night Like Tonight - Live from Spotify Studios,544.767,230,,,,
122,Heartbreak Weather - Live From Dublin,503.041,305,,,,
123,Put A Little Love On Me - Live From Paris,494.299,295,,,,
124,On The Loose - Live From Dusseldorf,477.074,282,,,,
125,Cross Your Mind - Live From Milan,470.494,318,,,,
126,Meltdown - Live from Spotify Studios,461.643,192,,,,
127,You Could Start A Cult - Live From Tokyo,436.674,252,,,,
128,Dear Patience - Live at the Royal Albert Hall,424.776,459,,,,
129,Put A Little Love On Me - Live from Vevo,388.302,423,,,,
130,Flicker - Live From London,377.112,377,,,,
131,Dear Patience - Live From Melbourne,363.452,284,,,,
132,Save My Life - Live From Tampa,350.453,260,,,,
133,Paper Houses - Live From Oslo,340.647,277,,,,
